Id,Id2,Geography,Population Estimate (as of July 1) - 2017
0500000US16009,16009,"Benewah County, Idaho",9184
0500000US16011,16011,"Bingham County, Idaho",45927
0500000US16013,16013,"Blaine County, Idaho",22024
0500000US16015,16015,"Boise County, Idaho",7290
0500000US16017,16017,"Bonner County, Idaho",43560
0500000US16019,16019,"Bonneville County, Idaho",114595
0500000US16021,16021,"Boundary County, Idaho",11922
0500000US16023,16023,"Butte County, Idaho",2602
0500000US16025,16025,"Camas County, Idaho",1102
0500000US16027,16027,"Canyon County, Idaho",216699
0500000US16029,16029,"Caribou County, Idaho",7034
0500000US16031,16031,"Cassia County, Idaho",23664
0500000US16033,16033,"Clark County, Idaho",873
0500000US16035,16035,"Clearwater County, Idaho",8546
0500000US16037,16037,"Custer County, Idaho",4172
0500000US16039,16039,"Elmore County, Idaho",26823
0500000US16041,16041,"Franklin County, Idaho",13564
0500000US16043,16043,"Fremont County, Idaho",13094
0500000US16045,16045,"Gem County, Idaho",17379
0500000US16047,16047,"Gooding County, Idaho",15124
0500000US16049,16049,"Idaho County, Idaho",16369
0500000US16051,16051,"Jefferson County, Idaho",28446
0500000US16053,16053,"Jerome County, Idaho",23627
0500000US16055,16055,"Kootenai County, Idaho",157637
0500000US16057,16057,"Latah County, Idaho",39333
0500000US16059,16059,"Lemhi County, Idaho",7875
0500000US16061,16061,"Lewis County, Idaho",3887
0500000US16063,16063,"Lincoln County, Idaho",5318
0500000US16065,16065,"Madison County, Idaho",39141
0500000US16067,16067,"Minidoka County, Idaho",20729
0500000US16069,16069,"Nez Perce County, Idaho",40385
0500000US16071,16071,"Oneida County, Idaho",4427
0500000US16073,16073,"Owyhee County, Idaho",11628
0500000US16075,16075,"Payette County, Idaho",23215
0500000US16077,16077,"Power County, Idaho",7600
0500000US16079,16079,"Shoshone County, Idaho",12542
0500000US16081,16081,"Teton County, Idaho",11381
0500000US16083,16083,"Twin Falls County, Idaho",85124
0500000US16085,16085,"Valley County, Idaho",10687
0500000US16087,16087,"Washington County, Idaho",10121
0500000US17001,17001,"Adams County, Illinois",66234
0500000US17003,17003,"Alexander County, Illinois",6315
0500000US17005,17005,"Bond County, Illinois",16948
0500000US17007,17007,"Boone County, Illinois",53513
0500000US17009,17009,"Brown County, Illinois",6716
0500000US17011,17011,"Bureau County, Illinois",33243
0500000US17013,17013,"Calhoun County, Illinois",4833
0500000US17015,17015,"Carroll County, Illinois",14518
0500000US17017,17017,"Cass County, Illinois",12505
0500000US17019,17019,"Champaign County, Illinois",209399
0500000US17021,17021,"Christian County, Illinois",33102
0500000US17023,17023,"Clark County, Illinois",15767
0500000US17025,17025,"Clay County, Illinois",13269
0500000US17027,17027,"Clinton County, Illinois",37614
0500000US17029,17029,"Coles County, Illinois",51979
0500000US17031,17031,"Cook County, Illinois",5211263
0500000US17033,17033,"Crawford County, Illinois",18961
0500000US17035,17035,"Cumberland County, Illinois",10908
0500000US17037,17037,"DeKalb County, Illinois",104733
0500000US17039,17039,"De Witt County, Illinois",15942
0500000US17041,17041,"Douglas County, Illinois",19748
0500000US17043,17043,"DuPage County, Illinois",930128
0500000US17045,17045,"Edgar County, Illinois",17328
0500000US17047,17047,"Edwards County, Illinois",6486
0500000US17049,17049,"Effingham County, Illinois",34132
0500000US17051,17051,"Fayette County, Illinois",21784
0500000US17053,17053,"Ford County, Illinois",13280
0500000US17055,17055,"Franklin County, Illinois",39041
0500000US17057,17057,"Fulton County, Illinois",35110
0500000US17059,17059,"Gallatin County, Illinois",5080
0500000US17061,17061,"Greene County, Illinois",13174
0500000US17063,17063,"Grundy County, Illinois",50586
0500000US17065,17065,"Hamilton County, Illinois",8194
0500000US17067,17067,"Hancock County, Illinois",18020
0500000US17069,17069,"Hardin County, Illinois",4046
0500000US17071,17071,"Henderson County, Illinois",6795
0500000US17073,17073,"Henry County, Illinois",49328
0500000US17075,17075,"Iroquois County, Illinois",27876
0500000US17077,17077,"Jackson County, Illinois",58284
0500000US17079,17079,"Jasper County, Illinois",9578
0500000US17081,17081,"Jefferson County, Illinois",38179
0500000US17083,17083,"Jersey County, Illinois",21941
0500000US17085,17085,"Jo Daviess County, Illinois",21594
0500000US17087,17087,"Johnson County, Illinois",12900
0500000US17089,17089,"Kane County, Illinois",534667
0500000US17091,17091,"Kankakee County, Illinois",109605
0500000US17093,17093,"Kendall County, Illinois",126218
0500000US17095,17095,"Knox County, Illinois",50638
0500000US17097,17097,"Lake County, Illinois",703520
0500000US17099,17099,"LaSalle County, Illinois",110067
0500000US17101,17101,"Lawrence County, Illinois",16168
0500000US17103,17103,"Lee County, Illinois",34406
0500000US17105,17105,"Livingston County, Illinois",36518
0500000US17107,17107,"Logan County, Illinois",29245
0500000US17109,17109,"McDonough County, Illinois",30823
0500000US17111,17111,"McHenry County, Illinois",309122
0500000US17113,17113,"McLean County, Illinois",172290
0500000US17115,17115,"Macon County, Illinois",105801
0500000US17117,17117,"Macoupin County, Illinois",45446
0500000US17119,17119,"Madison County, Illinois",265428
0500000US17121,17121,"Marion County, Illinois",37902
0500000US17123,17123,"Marshall County, Illinois",11730
0500000US17125,17125,"Mason County, Illinois",13715
0500000US17127,17127,"Massac County, Illinois",14344
0500000US17129,17129,"Menard County, Illinois",12245
0500000US17131,17131,"Mercer County, Illinois",15618
0500000US17133,17133,"Monroe County, Illinois",34097
0500000US17135,17135,"Montgomery County, Illinois",28790
0500000US17137,17137,"Morgan County, Illinois",33798
0500000US17139,17139,"Moultrie County, Illinois",14688
0500000US17141,17141,"Ogle County, Illinois",51063
0500000US17143,17143,"Peoria County, Illinois",183011
0500000US17145,17145,"Perry County, Illinois",21285
0500000US17147,17147,"Piatt County, Illinois",16445
0500000US17149,17149,"Pike County, Illinois",15821
0500000US17151,17151,"Pope County, Illinois",4325
0500000US17153,17153,"Pulaski County, Illinois",5509
0500000US17155,17155,"Putnam County, Illinois",5727
0500000US17157,17157,"Randolph County, Illinois",32423
0500000US17159,17159,"Richland County, Illinois",15901
0500000US17161,17161,"Rock Island County, Illinois",144808
0500000US17163,17163,"St. Clair County, Illinois",262479
0500000US17165,17165,"Saline County, Illinois",24102
0500000US17167,17167,"Sangamon County, Illinois",196452
0500000US17169,17169,"Schuyler County, Illinois",7035
0500000US17171,17171,"Scott County, Illinois",5002
0500000US17173,17173,"Shelby County, Illinois",21719
0500000US17175,17175,"Stark County, Illinois",5434
0500000US17177,17177,"Stephenson County, Illinois",45054
0500000US17179,17179,"Tazewell County, Illinois",133526
0500000US17181,17181,"Union County, Illinois",17000
0500000US17183,17183,"Vermilion County, Illinois",77909
0500000US17185,17185,"Wabash County, Illinois",11489
0500000US17187,17187,"Warren County, Illinois",17167
0500000US17189,17189,"Washington County, Illinois",14030
0500000US17191,17191,"Wayne County, Illinois",16495
0500000US17193,17193,"White County, Illinois",13938
0500000US17195,17195,"Whiteside County, Illinois",56118
0500000US17197,17197,"Will County, Illinois",692661
0500000US17199,17199,"Williamson County, Illinois",67328
0500000US17201,17201,"Winnebago County, Illinois",284778
0500000US17203,17203,"Woodford County, Illinois",38726
0500000US18001,18001,"Adams County, Indiana",35491
0500000US18003,18003,"Allen County, Indiana",372877
0500000US18005,18005,"Bartholomew County, Indiana",82040
0500000US18007,18007,"Benton County, Indiana",8613
0500000US18009,18009,"Blackford County, Indiana",11976
0500000US18011,18011,"Boone County, Indiana",65875
0500000US18013,18013,"Brown County, Indiana",15035
0500000US18015,18015,"Carroll County, Indiana",20039
0500000US18017,18017,"Cass County, Indiana",37994
0500000US18019,18019,"Clark County, Indiana",116973
0500000US18021,18021,"Clay County, Indiana",26198
0500000US18023,18023,"Clinton County, Indiana",32317
0500000US18025,18025,"Crawford County, Indiana",10566
0500000US18027,18027,"Daviess County, Indiana",33113
0500000US18029,18029,"Dearborn County, Indiana",49741
0500000US18031,18031,"Decatur County, Indiana",26737
0500000US18033,18033,"DeKalb County, Indiana",42836
0500000US18035,18035,"Delaware County, Indiana",115184
0500000US18037,18037,"Dubois County, Indiana",42558
0500000US18039,18039,"Elkhart County, Indiana",205032
0500000US18041,18041,"Fayette County, Indiana",23209
0500000US18043,18043,"Floyd County, Indiana",77071
0500000US18045,18045,"Fountain County, Indiana",16505
0500000US18047,18047,"Franklin County, Indiana",22619
0500000US18049,18049,"Fulton County, Indiana",20059
0500000US18051,18051,"Gibson County, Indiana",33576
0500000US18053,18053,"Grant County, Indiana",66491
0500000US18055,18055,"Greene County, Indiana",32177
0500000US18057,18057,"Hamilton County, Indiana",323747
0500000US18059,18059,"Hancock County, Indiana",74985
0500000US18061,18061,"Harrison County, Indiana",39898
0500000US18063,18063,"Hendricks County, Indiana",163685
0500000US18065,18065,"Henry County, Indiana",48476
0500000US18067,18067,"Howard County, Indiana",82363
0500000US18069,18069,"Huntington County, Indiana",36337
0500000US18071,18071,"Jackson County, Indiana",43884
0500000US18073,18073,"Jasper County, Indiana",33447
0500000US18075,18075,"Jay County, Indiana",20945
0500000US18077,18077,"Jefferson County, Indiana",32089
0500000US18079,18079,"Jennings County, Indiana",27626
0500000US18081,18081,"Johnson County, Indiana",153897
0500000US18083,18083,"Knox County, Indiana",37508
0500000US18085,18085,"Kosciusko County, Indiana",79206
0500000US18087,18087,"LaGrange County, Indiana",39303
0500000US18089,18089,"Lake County, Indiana",485640
0500000US18091,18091,"LaPorte County, Indiana",110029
0500000US18093,18093,"Lawrence County, Indiana",45666
0500000US18095,18095,"Madison County, Indiana",129498
0500000US18097,18097,"Marion County, Indiana",950082
0500000US18099,18099,"Marshall County, Indiana",46498
0500000US18101,18101,"Martin County, Indiana",10215
0500000US18103,18103,"Miami County, Indiana",35845
0500000US18105,18105,"Monroe County, Indiana",146986
0500000US18107,18107,"Montgomery County, Indiana",38525
0500000US18109,18109,"Morgan County, Indiana",69713
0500000US18111,18111,"Newton County, Indiana",14130
0500000US18113,18113,"Noble County, Indiana",47452
0500000US18115,18115,"Ohio County, Indiana",5828
0500000US18117,18117,"Orange County, Indiana",19426
0500000US18119,18119,"Owen County, Indiana",20839
0500000US18121,18121,"Parke County, Indiana",16886
0500000US18123,18123,"Perry County, Indiana",19081
0500000US18125,18125,"Pike County, Indiana",12365
0500000US18127,18127,"Porter County, Indiana",168404
0500000US18129,18129,"Posey County, Indiana",25595
0500000US18131,18131,"Pulaski County, Indiana",12534
0500000US18133,18133,"Putnam County, Indiana",37702
0500000US18135,18135,"Randolph County, Indiana",24922
0500000US18137,18137,"Ripley County, Indiana",28442
0500000US18139,18139,"Rush County, Indiana",16645
0500000US18141,18141,"St. Joseph County, Indiana",270434
0500000US18143,18143,"Scott County, Indiana",23870
0500000US18145,18145,"Shelby County, Indiana",44395
0500000US18147,18147,"Spencer County, Indiana",20394
0500000US18149,18149,"Starke County, Indiana",22893
0500000US18151,18151,"Steuben County, Indiana",34484
0500000US18153,18153,"Sullivan County, Indiana",20746
0500000US18155,18155,"Switzerland County, Indiana",10696
0500000US18157,18157,"Tippecanoe County, Indiana",190587
0500000US18159,18159,"Tipton County, Indiana",15128
0500000US18161,18161,"Union County, Indiana",7200
0500000US18163,18163,"Vanderburgh County, Indiana",181616
0500000US18165,18165,"Vermillion County, Indiana",15505
0500000US18167,18167,"Vigo County, Indiana",107516
0500000US18169,18169,"Wabash County, Indiana",31443
0500000US18171,18171,"Warren County, Indiana",8201
0500000US18173,18173,"Warrick County, Indiana",62530
0500000US18175,18175,"Washington County, Indiana",27827
0500000US18177,18177,"Wayne County, Indiana",66185
0500000US18179,18179,"Wells County, Indiana",27984
0500000US18181,18181,"White County, Indiana",24182
0500000US18183,18183,"Whitley County, Indiana",33756
0500000US19001,19001,"Adair County, Iowa",7054
0500000US19003,19003,"Adams County, Iowa",3686
0500000US19005,19005,"Allamakee County, Iowa",13884
0500000US19007,19007,"Appanoose County, Iowa",12352
0500000US19009,19009,"Audubon County, Iowa",5578
0500000US19011,19011,"Benton County, Iowa",25642
0500000US19013,19013,"Black Hawk County, Iowa",132648
0500000US19015,19015,"Boone County, Iowa",26484
0500000US19017,19017,"Bremer County, Iowa",24911
0500000US19019,19019,"Buchanan County, Iowa",21202
0500000US19021,19021,"Buena Vista County, Iowa",20110
0500000US19023,19023,"Butler County, Iowa",14606
0500000US19025,19025,"Calhoun County, Iowa",9746
0500000US19027,19027,"Carroll County, Iowa",20320
0500000US19029,19029,"Cass County, Iowa",13145
0500000US19031,19031,"Cedar County, Iowa",18543
0500000US19033,19033,"Cerro Gordo County, Iowa",43006
0500000US19035,19035,"Cherokee County, Iowa",11316
0500000US19037,19037,"Chickasaw County, Iowa",12005
0500000US19039,19039,"Clarke County, Iowa",9374
0500000US19041,19041,"Clay County, Iowa",16170
0500000US19043,19043,"Clayton County, Iowa",17637
0500000US19045,19045,"Clinton County, Iowa",47010
0500000US19047,19047,"Crawford County, Iowa",17056
0500000US19049,19049,"Dallas County, Iowa",87235
0500000US19051,19051,"Davis County, Iowa",8966
0500000US19053,19053,"Decatur County, Iowa",7950
0500000US19055,19055,"Delaware County, Iowa",17153
0500000US19057,19057,"Des Moines County, Iowa",39417
0500000US19059,19059,"Dickinson County, Iowa",17199
0500000US19061,19061,"Dubuque County, Iowa",97041
0500000US19063,19063,"Emmet County, Iowa",9432
0500000US19065,19065,"Fayette County, Iowa",19796
0500000US19067,19067,"Floyd County, Iowa",15744
0500000US19069,19069,"Franklin County, Iowa",10164
0500000US19071,19071,"Fremont County, Iowa",6948
0500000US19073,19073,"Greene County, Iowa",8981
0500000US19075,19075,"Grundy County, Iowa",12333
0500000US19077,19077,"Guthrie County, Iowa",10670
0500000US19079,19079,"Hamilton County, Iowa",15115
0500000US19081,19081,"Hancock County, Iowa",10771
0500000US19083,19083,"Hardin County, Iowa",17048
0500000US19085,19085,"Harrison County, Iowa",14136
0500000US19087,19087,"Henry County, Iowa",19863
0500000US19089,19089,"Howard County, Iowa",9228
0500000US19091,19091,"Humboldt County, Iowa",9564
0500000US19093,19093,"Ida County, Iowa",6865
0500000US19095,19095,"Iowa County, Iowa",16103
0500000US19097,19097,"Jackson County, Iowa",19366
0500000US19099,19099,"Jasper County, Iowa",36966
0500000US19101,19101,"Jefferson County, Iowa",18422
0500000US19103,19103,"Johnson County, Iowa",149210
0500000US19105,19105,"Jones County, Iowa",20536
0500000US19107,19107,"Keokuk County, Iowa",10153
0500000US19109,19109,"Kossuth County, Iowa",14999
0500000US19111,19111,"Lee County, Iowa",34295
0500000US19113,19113,"Linn County, Iowa",224115
0500000US19115,19115,"Louisa County, Iowa",11184
0500000US19117,19117,"Lucas County, Iowa",8534
0500000US19119,19119,"Lyon County, Iowa",11792
0500000US19121,19121,"Madison County, Iowa",16013
0500000US19123,19123,"Mahaska County, Iowa",22235
0500000US19125,19125,"Marion County, Iowa",33105
0500000US19127,19127,"Marshall County, Iowa",40288
0500000US19129,19129,"Mills County, Iowa",15068
0500000US19131,19131,"Mitchell County, Iowa",10631
0500000US19133,19133,"Monona County, Iowa",8740
0500000US19135,19135,"Monroe County, Iowa",7845
0500000US19137,19137,"Montgomery County, Iowa",10137
0500000US19139,19139,"Muscatine County, Iowa",42880
0500000US19141,19141,"O'Brien County, Iowa",13801
0500000US19143,19143,"Osceola County, Iowa",6045
0500000US19145,19145,"Page County, Iowa",15224
0500000US19147,19147,"Palo Alto County, Iowa",9092
0500000US19149,19149,"Plymouth County, Iowa",25220
0500000US19151,19151,"Pocahontas County, Iowa",6846
0500000US19153,19153,"Polk County, Iowa",481830
0500000US19155,19155,"Pottawattamie County, Iowa",93386
0500000US19157,19157,"Poweshiek County, Iowa",18314
0500000US19159,19159,"Ringgold County, Iowa",5034
0500000US19161,19161,"Sac County, Iowa",9817
0500000US19163,19163,"Scott County, Iowa",172509
0500000US19165,19165,"Shelby County, Iowa",11628
0500000US19167,19167,"Sioux County, Iowa",34860
0500000US19169,19169,"Story County, Iowa",97502
0500000US19171,19171,"Tama County, Iowa",17058
0500000US19173,19173,"Taylor County, Iowa",6178
0500000US19175,19175,"Union County, Iowa",12450
0500000US19177,19177,"Van Buren County, Iowa",7157
0500000US19179,19179,"Wapello County, Iowa",35044
0500000US19181,19181,"Warren County, Iowa",50163
0500000US19183,19183,"Washington County, Iowa",22281
0500000US19185,19185,"Wayne County, Iowa",6476
0500000US19187,19187,"Webster County, Iowa",36605
0500000US19189,19189,"Winnebago County, Iowa",10587
0500000US19191,19191,"Winneshiek County, Iowa",20201
0500000US19193,19193,"Woodbury County, Iowa",102429
0500000US19195,19195,"Worth County, Iowa",7469
0500000US19197,19197,"Wright County, Iowa",12784
0500000US20001,20001,"Allen County, Kansas",12519
0500000US20003,20003,"Anderson County, Kansas",7833
0500000US20005,20005,"Atchison County, Kansas",16332
0500000US20007,20007,"Barber County, Kansas",4586
0500000US20009,20009,"Barton County, Kansas",26476
0500000US20011,20011,"Bourbon County, Kansas",14754
0500000US20013,20013,"Brown County, Kansas",9641
0500000US20015,20015,"Butler County, Kansas",66878
0500000US20017,20017,"Chase County, Kansas",2683
0500000US20019,20019,"Chautauqua County, Kansas",3363
0500000US20021,20021,"Cherokee County, Kansas",20115
0500000US20023,20023,"Cheyenne County, Kansas",2683
0500000US20025,20025,"Clark County, Kansas",2004
0500000US20027,20027,"Clay County, Kansas",7958
0500000US20029,20029,"Cloud County, Kansas",8991
0500000US20031,20031,"Coffey County, Kansas",8224
0500000US20033,20033,"Comanche County, Kansas",1790
0500000US20035,20035,"Cowley County, Kansas",35361
0500000US20037,20037,"Crawford County, Kansas",39034
0500000US20039,20039,"Decatur County, Kansas",2885
0500000US20041,20041,"Dickinson County, Kansas",18902
0500000US20043,20043,"Doniphan County, Kansas",7727
0500000US20045,20045,"Douglas County, Kansas",120793
0500000US20047,20047,"Edwards County, Kansas",2893
0500000US20049,20049,"Elk County, Kansas",2498
0500000US20051,20051,"Ellis County, Kansas",28689
0500000US20053,20053,"Ellsworth County, Kansas",6330
0500000US20055,20055,"Finney County, Kansas",37084
0500000US20057,20057,"Ford County, Kansas",34381
0500000US20059,20059,"Franklin County, Kansas",25733
0500000US20061,20061,"Geary County, Kansas",33855
0500000US20063,20063,"Gove County, Kansas",2631
0500000US20065,20065,"Graham County, Kansas",2495
0500000US20067,20067,"Grant County, Kansas",7526
0500000US20069,20069,"Gray County, Kansas",5958
0500000US20071,20071,"Greeley County, Kansas",1249
0500000US20073,20073,"Greenwood County, Kansas",6123
0500000US20075,20075,"Hamilton County, Kansas",2640
0500000US20077,20077,"Harper County, Kansas",5590
0500000US20079,20079,"Harvey County, Kansas",34544
0500000US20081,20081,"Haskell County, Kansas",4053
0500000US20083,20083,"Hodgeman County, Kansas",1842
0500000US20085,20085,"Jackson County, Kansas",13318
0500000US20087,20087,"Jefferson County, Kansas",18998
0500000US20089,20089,"Jewell County, Kansas",2850
0500000US20091,20091,"Johnson County, Kansas",591178
0500000US20093,20093,"Kearny County, Kansas",3960
0500000US20095,20095,"Kingman County, Kansas",7360
0500000US20097,20097,"Kiowa County, Kansas",2485
0500000US20099,20099,"Labette County, Kansas",20145
0500000US20101,20101,"Lane County, Kansas",1559
0500000US20103,20103,"Leavenworth County, Kansas",81095
0500000US20105,20105,"Lincoln County, Kansas",3043
0500000US20107,20107,"Linn County, Kansas",9726
0500000US20109,20109,"Logan County, Kansas",2821
0500000US20111,20111,"Lyon County, Kansas",33392
0500000US20113,20113,"McPherson County, Kansas",28708
0500000US20115,20115,"Marion County, Kansas",11986
0500000US20117,20117,"Marshall County, Kansas",9745
0500000US20119,20119,"Meade County, Kansas",4303
0500000US20121,20121,"Miami County, Kansas",33461
0500000US20123,20123,"Mitchell County, Kansas",6128
0500000US20125,20125,"Montgomery County, Kansas",32556
0500000US20127,20127,"Morris County, Kansas",5455
0500000US20129,20129,"Morton County, Kansas",2740
0500000US20131,20131,"Nemaha County, Kansas",10118
0500000US20133,20133,"Neosho County, Kansas",16015
0500000US20135,20135,"Ness County, Kansas",2869
0500000US20137,20137,"Norton County, Kansas",5441
0500000US20139,20139,"Osage County, Kansas",15772
0500000US20141,20141,"Osborne County, Kansas",3610
0500000US20143,20143,"Ottawa County, Kansas",5863
0500000US20145,20145,"Pawnee County, Kansas",6680
0500000US20147,20147,"Phillips County, Kansas",5370
0500000US20149,20149,"Pottawatomie County, Kansas",23908
0500000US20151,20151,"Pratt County, Kansas",9547
0500000US20153,20153,"Rawlins County, Kansas",2497
0500000US20155,20155,"Reno County, Kansas",62510
0500000US20157,20157,"Republic County, Kansas",4691
0500000US20159,20159,"Rice County, Kansas",9660
0500000US20161,20161,"Riley County, Kansas",74172
0500000US20163,20163,"Rooks County, Kansas",5043
0500000US20165,20165,"Rush County, Kansas",3103
0500000US20167,20167,"Russell County, Kansas",6915
0500000US20169,20169,"Saline County, Kansas",54734
0500000US20171,20171,"Scott County, Kansas",4961
0500000US20173,20173,"Sedgwick County, Kansas",513687
0500000US20175,20175,"Seward County, Kansas",22159
0500000US20177,20177,"Shawnee County, Kansas",178187
0500000US20179,20179,"Sheridan County, Kansas",2527
0500000US20181,20181,"Sherman County, Kansas",5930
0500000US20183,20183,"Smith County, Kansas",3668
0500000US20185,20185,"Stafford County, Kansas",4207
0500000US20187,20187,"Stanton County, Kansas",2060
0500000US20189,20189,"Stevens County, Kansas",5612
0500000US20191,20191,"Sumner County, Kansas",23159
0500000US20193,20193,"Thomas County, Kansas",7788
0500000US20195,20195,"Trego County, Kansas",2884
0500000US20197,20197,"Wabaunsee County, Kansas",6874
0500000US20199,20199,"Wallace County, Kansas",1524
0500000US20201,20201,"Washington County, Kansas",5485
0500000US20203,20203,"Wichita County, Kansas",2125
0500000US20205,20205,"Wilson County, Kansas",8675
0500000US20207,20207,"Woodson County, Kansas",3147
0500000US20209,20209,"Wyandotte County, Kansas",165288
0500000US21001,21001,"Adair County, Kentucky",19485
0500000US21003,21003,"Allen County, Kentucky",20933
0500000US21005,21005,"Anderson County, Kentucky",22544
0500000US21007,21007,"Ballard County, Kentucky",8039
0500000US21009,21009,"Barren County, Kentucky",43801
0500000US21011,21011,"Bath County, Kentucky",12378
0500000US21013,21013,"Bell County, Kentucky",26894
0500000US21015,21015,"Boone County, Kentucky",130728
0500000US21017,21017,"Bourbon County, Kentucky",20029
0500000US21019,21019,"Boyd County, Kentucky",47979
0500000US21021,21021,"Boyle County, Kentucky",29924
0500000US21023,21023,"Bracken County, Kentucky",8267
0500000US21025,21025,"Breathitt County, Kentucky",12946
0500000US21027,21027,"Breckinridge County, Kentucky",20111
0500000US21029,21029,"Bullitt County, Kentucky",80246
0500000US21031,21031,"Butler County, Kentucky",12831
0500000US21033,21033,"Caldwell County, Kentucky",12639
0500000US21035,21035,"Calloway County, Kentucky",38919
0500000US21037,21037,"Campbell County, Kentucky",92488
0500000US21039,21039,"Carlisle County, Kentucky",4846
0500000US21041,21041,"Carroll County, Kentucky",10713
0500000US21043,21043,"Carter County, Kentucky",27144
0500000US21045,21045,"Casey County, Kentucky",15750
0500000US21047,21047,"Christian County, Kentucky",70416
0500000US21049,21049,"Clark County, Kentucky",36046
0500000US21051,21051,"Clay County, Kentucky",20366
0500000US21053,21053,"Clinton County, Kentucky",10276
0500000US21055,21055,"Crittenden County, Kentucky",9084
0500000US21057,21057,"Cumberland County, Kentucky",6706
0500000US21059,21059,"Daviess County, Kentucky",100374
0500000US21061,21061,"Edmonson County, Kentucky",12226
0500000US21063,21063,"Elliott County, Kentucky",7523
0500000US21065,21065,"Estill County, Kentucky",14277
0500000US21067,21067,"Fayette County, Kentucky",321959
0500000US21069,21069,"Fleming County, Kentucky",14446
0500000US21071,21071,"Floyd County, Kentucky",36271
0500000US21073,21073,"Franklin County, Kentucky",50485
0500000US21075,21075,"Fulton County, Kentucky",6192
0500000US21077,21077,"Gallatin County, Kentucky",8776
0500000US21079,21079,"Garrard County, Kentucky",17523
0500000US21081,21081,"Grant County, Kentucky",24984
0500000US21083,21083,"Graves County, Kentucky",37121
0500000US21085,21085,"Grayson County, Kentucky",26358
0500000US21087,21087,"Green County, Kentucky",11065
0500000US21089,21089,"Greenup County, Kentucky",35518
0500000US21091,21091,"Hancock County, Kentucky",8801
0500000US21093,21093,"Hardin County, Kentucky",108071
0500000US21095,21095,"Harlan County, Kentucky",26713
0500000US21097,21097,"Harrison County, Kentucky",18781
0500000US21099,21099,"Hart County, Kentucky",18757
0500000US21101,21101,"Henderson County, Kentucky",45928
0500000US21103,21103,"Henry County, Kentucky",16006
0500000US21105,21105,"Hickman County, Kentucky",4520
0500000US21107,21107,"Hopkins County, Kentucky",45547
0500000US21109,21109,"Jackson County, Kentucky",13431
0500000US21111,21111,"Jefferson County, Kentucky",771158
0500000US21113,21113,"Jessamine County, Kentucky",53375
0500000US21115,21115,"Johnson County, Kentucky",22594
0500000US21117,21117,"Kenton County, Kentucky",165399
0500000US21119,21119,"Knott County, Kentucky",15291
0500000US21121,21121,"Knox County, Kentucky",31227
0500000US21123,21123,"Larue County, Kentucky",14205
0500000US21125,21125,"Laurel County, Kentucky",60174
0500000US21127,21127,"Lawrence County, Kentucky",15719
0500000US21129,21129,"Lee County, Kentucky",6570
0500000US21131,21131,"Leslie County, Kentucky",10334
0500000US21133,21133,"Letcher County, Kentucky",22339
0500000US21135,21135,"Lewis County, Kentucky",13339
0500000US21137,21137,"Lincoln County, Kentucky",24456
0500000US21139,21139,"Livingston County, Kentucky",9269
0500000US21141,21141,"Logan County, Kentucky",27060
0500000US21143,21143,"Lyon County, Kentucky",8082
0500000US21145,21145,"McCracken County, Kentucky",65385
0500000US21147,21147,"McCreary County, Kentucky",17465
0500000US21149,21149,"McLean County, Kentucky",9201
0500000US21151,21151,"Madison County, Kentucky",91226
0500000US21153,21153,"Magoffin County, Kentucky",12538
0500000US21155,21155,"Marion County, Kentucky",19395
0500000US21157,21157,"Marshall County, Kentucky",31382
0500000US21159,21159,"Martin County, Kentucky",11452
0500000US21161,21161,"Mason County, Kentucky",17174
0500000US21163,21163,"Meade County, Kentucky",28154
0500000US21165,21165,"Menifee County, Kentucky",6455
0500000US21167,21167,"Mercer County, Kentucky",21521
0500000US21169,21169,"Metcalfe County, Kentucky",10107
0500000US21171,21171,"Monroe County, Kentucky",10659
0500000US21173,21173,"Montgomery County, Kentucky",27928
0500000US21175,21175,"Morgan County, Kentucky",13188
0500000US21177,21177,"Muhlenberg County, Kentucky",30816
0500000US21179,21179,"Nelson County, Kentucky",45640
0500000US21181,21181,"Nicholas County, Kentucky",7130
0500000US21183,21183,"Ohio County, Kentucky",24182
0500000US21185,21185,"Oldham County, Kentucky",66415
0500000US21187,21187,"Owen County, Kentucky",10765
0500000US21189,21189,"Owsley County, Kentucky",4435
0500000US21191,21191,"Pendleton County, Kentucky",14573
0500000US21193,21193,"Perry County, Kentucky",26553
0500000US21195,21195,"Pike County, Kentucky",58883
0500000US21197,21197,"Powell County, Kentucky",12374
0500000US21199,21199,"Pulaski County, Kentucky",64449
0500000US21201,21201,"Robertson County, Kentucky",2134
0500000US21203,21203,"Rockcastle County, Kentucky",16698
0500000US21205,21205,"Rowan County, Kentucky",24517
0500000US21207,21207,"Russell County, Kentucky",17775
0500000US21209,21209,"Scott County, Kentucky",54873
0500000US21211,21211,"Shelby County, Kentucky",47421
0500000US21213,21213,"Simpson County, Kentucky",18108
0500000US21215,21215,"Spencer County, Kentucky",18507
0500000US21217,21217,"Taylor County, Kentucky",25472
0500000US21219,21219,"Todd County, Kentucky",12243
0500000US21221,21221,"Trigg County, Kentucky",14444
0500000US21223,21223,"Trimble County, Kentucky",8561
0500000US21225,21225,"Union County, Kentucky",14668
0500000US21227,21227,"Warren County, Kentucky",128845
0500000US21229,21229,"Washington County, Kentucky",12126
0500000US21231,21231,"Wayne County, Kentucky",20716
0500000US21233,21233,"Webster County, Kentucky",13018
